Year,Economy,Economy Label,Sex,Sex Label,Industry,Industry Label,Components,Components Label,Percentage of Domestic Value Added,Percentage of Domestic Value Added Footnote,Percentage of Domestic Value Added Missing value
2000,392,"Japan",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",74.46957,,
2000,392,"Japan",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",74.3987,,
2000,392,"Japan",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",74.55613,,
2000,392,"Japan",2,"Male",I24,"Services",01,"Domestic value added in gross exports",54.3294,,
2000,392,"Japan",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",54.29323,,
2000,392,"Japan",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",54.44025,,
2000,392,"Japan",1,"Female",I20,"Total",01,"Domestic value added in gross exports",32.49181,,
2000,392,"Japan",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",34.00006,,
2000,392,"Japan",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",30.01849,,
2000,392,"Japan",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",38.32841,,
2000,392,"Japan",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",38.8536,,
2000,392,"Japan",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",37.36863,,
2000,392,"Japan",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",25.5288,,
2000,392,"Japan",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",25.59954,,
2000,392,"Japan",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",25.44242,,
2000,392,"Japan",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",25.53043,,
2000,392,"Japan",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",25.6013,,
2000,392,"Japan",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",25.44387,,
2000,392,"Japan",1,"Female",I24,"Services",01,"Domestic value added in gross exports",45.6706,,
2000,392,"Japan",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",45.70677,,
2000,392,"Japan",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",45.55975,,
2001,360,"Indonesia",2,"Male",I20,"Total",01,"Domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",2,"Male",I22,"Industry",02,"Direct domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",2,"Male",I24,"Services",01,"Domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",1,"Female",I20,"Total",01,"Domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",1,"Female",I24,"Services",01,"Domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",,,"Not applicable"
2001,360,"Indonesia",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2001,392,"Japan",2,"Male",I20,"Total",01,"Domestic value added in gross exports",67.34284,,
2001,392,"Japan",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",65.85008,,
2001,392,"Japan",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",69.78939,,
2001,392,"Japan",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",61.26871,,
2001,392,"Japan",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",60.84193,,
2001,392,"Japan",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",62.00796,,
2001,392,"Japan",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",74.74026,,
2001,392,"Japan",2,"Male",I22,"Industry",02,"Direct domestic value added in gross exports",74.77799,,
2001,392,"Japan",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",74.69261,,
2001,392,"Japan",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",74.7383,,
2001,392,"Japan",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",74.7758,,
2001,392,"Japan",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",74.69092,,
2001,392,"Japan",2,"Male",I24,"Services",01,"Domestic value added in gross exports",54.18868,,
2001,392,"Japan",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",54.25939,,
2001,392,"Japan",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",53.9739,,
2001,392,"Japan",1,"Female",I20,"Total",01,"Domestic value added in gross exports",32.65716,,
2001,392,"Japan",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",34.14992,,
2001,392,"Japan",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",30.21061,,
2001,392,"Japan",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",38.73129,,
2001,392,"Japan",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",39.15807,,
2001,392,"Japan",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",37.99204,,
2001,392,"Japan",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",25.25974,,
2001,392,"Japan",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",25.22201,,
2001,392,"Japan",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",25.30739,,
2001,392,"Japan",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",25.2617,,
2001,392,"Japan",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",25.2242,,
2001,392,"Japan",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",25.30908,,
2001,392,"Japan",1,"Female",I24,"Services",01,"Domestic value added in gross exports",45.81132,,
2001,392,"Japan",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",45.74061,,
2001,392,"Japan",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",46.0261,,
2002,360,"Indonesia",2,"Male",I20,"Total",01,"Domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",2,"Male",I22,"Industry",02,"Direct domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",2,"Male",I24,"Services",01,"Domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",1,"Female",I20,"Total",01,"Domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",1,"Female",I24,"Services",01,"Domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",,,"Not applicable"
2002,360,"Indonesia",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",,,"Not applicable"
2002,392,"Japan",2,"Male",I20,"Total",01,"Domestic value added in gross exports",68.09531,,
2002,392,"Japan",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",66.62573,,
2002,392,"Japan",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",70.61275,,
2002,392,"Japan",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",62.30848,,
2002,392,"Japan",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",61.95585,,
2002,392,"Japan",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",62.93359,,
2002,392,"Japan",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",76.4446,,
2002,392,"Japan",2,"Male",I22,"Industry",02,"Direct domestic value added in gross exports",76.57633,,
2002,392,"Japan",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",76.27394,,
2002,392,"Japan",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",76.44267,,
2002,392,"Japan",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",76.57428,,
2002,392,"Japan",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",76.27218,,
2002,392,"Japan",2,"Male",I24,"Services",01,"Domestic value added in gross exports",54.37087,,
2002,392,"Japan",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",54.43394,,
2002,392,"Japan",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",54.17949,,
2002,392,"Japan",1,"Female",I20,"Total",01,"Domestic value added in gross exports",31.90469,,
2002,392,"Japan",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",33.37427,,
2002,392,"Japan",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",29.38725,,
2002,392,"Japan",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",37.69152,,
2002,392,"Japan",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",38.04415,,
2002,392,"Japan",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",37.06641,,
2002,392,"Japan",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",23.5554,,
2002,392,"Japan",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",23.42367,,
2002,392,"Japan",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",23.72606,,
2002,392,"Japan",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",23.55733,,
2002,392,"Japan",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",23.42572,,
2002,392,"Japan",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",23.72782,,
2002,392,"Japan",1,"Female",I24,"Services",01,"Domestic value added in gross exports",45.62913,,
2002,392,"Japan",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",45.56606,,
2002,392,"Japan",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",45.82051,,
2003,392,"Japan",2,"Male",I20,"Total",01,"Domestic value added in gross exports",68.85753,,
2003,392,"Japan",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",67.99703,,
2003,392,"Japan",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",70.12896,,
2003,392,"Japan",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",62.57428,,
2003,392,"Japan",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",62.12388,,
2003,392,"Japan",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",63.35708,,
2003,392,"Japan",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",74.14966,,
2003,392,"Japan",2,"Male",I22,"Industry",02,"Direct domestic value added in gross exports",74.54049,,
2003,392,"Japan",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",73.69627,,
2003,392,"Japan",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",74.14812,,
2003,392,"Japan",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",74.53874,,
2003,392,"Japan",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",73.69499,,
2003,392,"Japan",2,"Male",I24,"Services",01,"Domestic value added in gross exports",58.55812,,
2003,392,"Japan",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",58.37122,,
2003,392,"Japan",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",59.00733,,
2003,392,"Japan",1,"Female",I20,"Total",01,"Domestic value added in gross exports",31.14247,,
2003,392,"Japan",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",32.00297,,
2003,392,"Japan",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",29.87104,,
2003,392,"Japan",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",37.42572,,
2003,392,"Japan",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",37.87612,,
2003,392,"Japan",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",36.64292,,
2003,392,"Japan",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",25.85034,,
2003,392,"Japan",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",25.45951,,
2003,392,"Japan",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",26.30373,,
2003,392,"Japan",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",25.85188,,
2003,392,"Japan",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",25.46126,,
2003,392,"Japan",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",26.30501,,
2003,392,"Japan",1,"Female",I24,"Services",01,"Domestic value added in gross exports",41.44188,,
2003,392,"Japan",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",41.62878,,
2003,392,"Japan",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",40.99267,,
2003,840,"United States",2,"Male",I20,"Total",01,"Domestic value added in gross exports",63.00228,,
2003,840,"United States",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",61.62743,,
2003,840,"United States",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",65.09824,,
2003,840,"United States",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",74.29267,,
2003,840,"United States",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",74.21871,,
2003,840,"United States",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",74.40652,,
2003,840,"United States",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",71.13707,,
2003,840,"United States",2,"Male",I22,"Industry",02,"Direct domestic value added in gross exports",70.93896,,
2003,840,"United States",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",71.33133,,
2003,840,"United States",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",70.81391,,
2003,840,"United States",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",70.55068,,
2003,840,"United States",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",71.07723,,
2003,840,"United States",2,"Male",I24,"Services",01,"Domestic value added in gross exports",54.78763,,
2003,840,"United States",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",54.19068,,
2003,840,"United States",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",56.07242,,
2003,840,"United States",1,"Female",I20,"Total",01,"Domestic value added in gross exports",36.99772,,
2003,840,"United States",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",38.37257,,
2003,840,"United States",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",34.90176,,
2003,840,"United States",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",25.70733,,
2003,840,"United States",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",25.78129,,
2003,840,"United States",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",25.59348,,
2003,840,"United States",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",28.86293,,
2003,840,"United States",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",29.06104,,
2003,840,"United States",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",28.66867,,
2003,840,"United States",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",29.18609,,
2003,840,"United States",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",29.44932,,
2003,840,"United States",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",28.92277,,
2003,840,"United States",1,"Female",I24,"Services",01,"Domestic value added in gross exports",45.21237,,
2003,840,"United States",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",45.80932,,
2003,840,"United States",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",43.92758,,
2004,392,"Japan",2,"Male",I20,"Total",01,"Domestic value added in gross exports",69.29829,,
2004,392,"Japan",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",68.21666,,
2004,392,"Japan",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",70.91785,,
2004,392,"Japan",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",64.66252,,
2004,392,"Japan",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",64.456,,
2004,392,"Japan",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",65.01102,,
2004,392,"Japan",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",74.77425,,
2004,392,"Japan",2,"Male",I22,"Industry",02,"Direct domestic value added in gross exports",75.11807,,
2004,392,"Japan",2,"Male",I22,"Industry",03,"Indirect domestic value added in gross exports",74.37727,,
2004,392,"Japan",2,"Male",I23,"Manufacturing",01,"Domestic value added in gross exports",74.77284,,
2004,392,"Japan",2,"Male",I23,"Manufacturing",02,"Direct domestic value added in gross exports",75.11646,,
2004,392,"Japan",2,"Male",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",74.37611,,
2004,392,"Japan",2,"Male",I24,"Services",01,"Domestic value added in gross exports",58.75358,,
2004,392,"Japan",2,"Male",I24,"Services",02,"Direct domestic value added in gross exports",58.33183,,
2004,392,"Japan",2,"Male",I24,"Services",03,"Indirect domestic value added in gross exports",59.83999,,
2004,392,"Japan",1,"Female",I20,"Total",01,"Domestic value added in gross exports",30.70171,,
2004,392,"Japan",1,"Female",I20,"Total",02,"Direct domestic value added in gross exports",31.78334,,
2004,392,"Japan",1,"Female",I20,"Total",03,"Indirect domestic value added in gross exports",29.08215,,
2004,392,"Japan",1,"Female",I21,"Agriculture",01,"Domestic value added in gross exports",35.33748,,
2004,392,"Japan",1,"Female",I21,"Agriculture",02,"Direct domestic value added in gross exports",35.544,,
2004,392,"Japan",1,"Female",I21,"Agriculture",03,"Indirect domestic value added in gross exports",34.98898,,
2004,392,"Japan",1,"Female",I22,"Industry",01,"Domestic value added in gross exports",25.22575,,
2004,392,"Japan",1,"Female",I22,"Industry",02,"Direct domestic value added in gross exports",24.88193,,
2004,392,"Japan",1,"Female",I22,"Industry",03,"Indirect domestic value added in gross exports",25.62273,,
2004,392,"Japan",1,"Female",I23,"Manufacturing",01,"Domestic value added in gross exports",25.22716,,
2004,392,"Japan",1,"Female",I23,"Manufacturing",02,"Direct domestic value added in gross exports",24.88354,,
2004,392,"Japan",1,"Female",I23,"Manufacturing",03,"Indirect domestic value added in gross exports",25.62389,,
2004,392,"Japan",1,"Female",I24,"Services",01,"Domestic value added in gross exports",41.24642,,
2004,392,"Japan",1,"Female",I24,"Services",02,"Direct domestic value added in gross exports",41.66817,,
2004,392,"Japan",1,"Female",I24,"Services",03,"Indirect domestic value added in gross exports",40.16001,,
2004,792,"Turkiye",2,"Male",I20,"Total",01,"Domestic value added in gross exports",82.16033,,
2004,792,"Turkiye",2,"Male",I20,"Total",02,"Direct domestic value added in gross exports",81.12028,,
2004,792,"Turkiye",2,"Male",I20,"Total",03,"Indirect domestic value added in gross exports",83.75432,,
2004,792,"Turkiye",2,"Male",I21,"Agriculture",01,"Domestic value added in gross exports",55.84425,,
2004,792,"Turkiye",2,"Male",I21,"Agriculture",02,"Direct domestic value added in gross exports",55.88581,,
2004,792,"Turkiye",2,"Male",I21,"Agriculture",03,"Indirect domestic value added in gross exports",55.48689,,
2004,792,"Turkiye",2,"Male",I22,"Industry",01,"Domestic value added in gross exports",81.92496,,
