Year,Economy,Economy Label,Flow,Flow Label,Product concentration index,Product concentration index Footnote,Product concentration index Missing value
2010,233,"Estonia",01,"Imports",0.08993,,
2010,748,"Eswatini",02,"Exports",0.41617,,
2010,748,"Eswatini",01,"Imports",0.07073,,
2010,231,"Ethiopia",02,"Exports",0.40932,,
2010,231,"Ethiopia",01,"Imports",0.22208,,
2010,242,"Fiji",02,"Exports",0.16841,,
2010,242,"Fiji",01,"Imports",0.11397,,
2010,246,"Finland",02,"Exports",0.17334,,
2010,246,"Finland",01,"Imports",0.12656,,
2010,251,"France",02,"Exports",0.16961,,
2010,251,"France",01,"Imports",0.11709,,
2010,258,"French Polynesia",02,"Exports",0.70179,,
2010,258,"French Polynesia",01,"Imports",0.11531,,
2010,268,"Georgia",02,"Exports",0.22556,,
2010,268,"Georgia",01,"Imports",0.12779,,
2010,276,"Germany",02,"Exports",0.17963,,
2010,276,"Germany",01,"Imports",0.12196,,
2010,288,"Ghana",02,"Exports",0.59486,,
2010,288,"Ghana",01,"Imports",0.16385,,
2010,300,"Greece",02,"Exports",0.12519,,
2010,300,"Greece",01,"Imports",0.17334,,
2010,304,"Greenland",02,"Exports",0.45715,,
2010,304,"Greenland",01,"Imports",0.09496,,
2010,308,"Grenada",02,"Exports",0.27913,,
2010,308,"Grenada",01,"Imports",0.09551,,
2010,320,"Guatemala",02,"Exports",0.19391,,
2010,320,"Guatemala",01,"Imports",0.10615,,
2010,328,"Guyana",02,"Exports",0.27649,,
2010,328,"Guyana",01,"Imports",0.13745,,
2010,340,"Honduras",02,"Exports",0.3703,,
2010,340,"Honduras",01,"Imports",0.14768,,
2010,348,"Hungary",02,"Exports",0.18007,,
2010,348,"Hungary",01,"Imports",0.16841,,
2010,352,"Iceland",02,"Exports",0.17456,,
2010,352,"Iceland",01,"Imports",0.13174,,
2010,356,"India",02,"Exports",0.11546,,
2010,356,"India",01,"Imports",0.17079,,
2010,360,"Indonesia",02,"Exports",0.2163,,
2010,360,"Indonesia",01,"Imports",0.12045,,
2010,364,"Iran (Islamic Republic of)",02,"Exports",0.18018,,
2010,364,"Iran (Islamic Republic of)",01,"Imports",0.16238,,
2010,368,"Iraq",02,"Exports",0.81383,,
2010,372,"Ireland",02,"Exports",0.45707,,
2010,372,"Ireland",01,"Imports",0.13558,,
2010,376,"Israel",02,"Exports",0.4609,,
2010,376,"Israel",01,"Imports",0.12798,,
2010,380,"Italy",02,"Exports",0.11406,,
2010,380,"Italy",01,"Imports",0.10946,,
2010,388,"Jamaica",02,"Exports",0.22978,,
2010,388,"Jamaica",01,"Imports",0.13009,,
2010,392,"Japan",02,"Exports",0.21447,,
2010,392,"Japan",01,"Imports",0.08645,,
2010,400,"Jordan",02,"Exports",0.22917,,
2010,400,"Jordan",01,"Imports",0.11673,,
2010,398,"Kazakhstan",02,"Exports",0.42181,,
2010,398,"Kazakhstan",01,"Imports",0.13716,,
2010,404,"Kenya",02,"Exports",0.33689,,
2010,404,"Kenya",01,"Imports",0.20857,,
2010,296,"Kiribati",02,"Exports",0.56767,,
2010,296,"Kiribati",01,"Imports",0.25418,,
2010,410,"Korea, Republic of",02,"Exports",0.1217,,
2010,410,"Korea, Republic of",01,"Imports",0.09213,,
2010,414,"Kuwait",02,"Exports",0.15188,,
2010,414,"Kuwait",01,"Imports",0.08992,,
2010,417,"Kyrgyzstan",02,"Exports",0.18611,,
2010,417,"Kyrgyzstan",01,"Imports",0.13082,,
2010,418,"Lao People's Dem. Rep.",02,"Exports",0.34299,,
2010,418,"Lao People's Dem. Rep.",01,"Imports",0.17795,,
2010,428,"Latvia",02,"Exports",0.12171,,
2010,428,"Latvia",01,"Imports",0.1274,,
2010,422,"Lebanon",02,"Exports",0.09512,,
2010,422,"Lebanon",01,"Imports",0.15005,,
2010,434,"Libya",02,"Exports",0.51713,,
2010,434,"Libya",01,"Imports",0.13727,,
2010,440,"Lithuania",02,"Exports",0.09285,,
2010,440,"Lithuania",01,"Imports",0.10723,,
2010,442,"Luxembourg",02,"Exports",0.20475,,
2010,442,"Luxembourg",01,"Imports",0.10818,,
2010,450,"Madagascar",02,"Exports",0.1778,,
2010,450,"Madagascar",01,"Imports",0.1417,,
2010,454,"Malawi",02,"Exports",0.45465,,
2010,454,"Malawi",01,"Imports",0.19271,,
2010,458,"Malaysia",02,"Exports",0.29289,,
2010,458,"Malaysia",01,"Imports",0.10055,,
2010,462,"Maldives",02,"Exports",0.33805,,
2010,462,"Maldives",01,"Imports",0.07364,,
2010,466,"Mali",02,"Exports",0.49986,,
2010,466,"Mali",01,"Imports",0.27089,,
2010,470,"Malta",02,"Exports",0.54941,,
2010,470,"Malta",01,"Imports",0.09879,,
2010,478,"Mauritania",02,"Exports",0.50318,,
2010,478,"Mauritania",01,"Imports",0.25981,,
2010,480,"Mauritius",02,"Exports",0.26184,,
2010,480,"Mauritius",01,"Imports",0.10968,,
2010,484,"Mexico",02,"Exports",0.11106,,
2010,484,"Mexico",01,"Imports",0.08625,,
2010,583,"Micronesia (Federated States of)",02,"Exports",0.26731,,
2010,583,"Micronesia (Federated States of)",01,"Imports",0.12558,,
2010,498,"Moldova, Republic of",02,"Exports",0.1384,,
2010,498,"Moldova, Republic of",01,"Imports",0.12959,,
2010,499,"Montenegro",02,"Exports",0.22258,,
2010,499,"Montenegro",01,"Imports",0.09575,,
2010,500,"Montserrat",02,"Exports",0.58805,,
2010,504,"Morocco",02,"Exports",0.11246,,
2010,504,"Morocco",01,"Imports",0.12916,,
2010,508,"Mozambique",02,"Exports",0.29788,,
2010,508,"Mozambique",01,"Imports",0.19603,,
2010,104,"Myanmar",02,"Exports",0.29731,,
2010,104,"Myanmar",01,"Imports",0.33359,,
2010,516,"Namibia",02,"Exports",0.22638,,
2010,516,"Namibia",01,"Imports",0.09069,,
2010,524,"Nepal",02,"Exports",0.19196,,
2010,524,"Nepal",01,"Imports",0.13567,,
2010,528,"Netherlands (Kingdom of the)",02,"Exports",0.10607,,
2010,528,"Netherlands (Kingdom of the)",01,"Imports",0.11282,,
2010,540,"New Caledonia",02,"Exports",0.14583,,
2010,540,"New Caledonia",01,"Imports",0.11756,,
2010,554,"New Zealand",02,"Exports",0.17284,,
2010,554,"New Zealand",01,"Imports",0.08769,,
2010,558,"Nicaragua",02,"Exports",0.28082,,
2010,558,"Nicaragua",01,"Imports",0.21821,,
2010,562,"Niger",02,"Exports",0.29225,,
2010,562,"Niger",01,"Imports",0.18838,,
2010,566,"Nigeria",02,"Exports",0.2705,,
2010,566,"Nigeria",01,"Imports",0.11891,,
2010,807,"North Macedonia",02,"Exports",0.13655,,
2010,807,"North Macedonia",01,"Imports",0.0726,,
2010,579,"Norway",02,"Exports",0.28709,,
2010,579,"Norway",01,"Imports",0.09585,,
2010,512,"Oman",02,"Exports",0.19691,,
2010,512,"Oman",01,"Imports",0.11201,,
2010,586,"Pakistan",02,"Exports",0.15982,,
2010,586,"Pakistan",01,"Imports",0.23042,,
2010,585,"Palau",01,"Imports",0.09981,,
2010,591,"Panama",02,"Exports",0.26354,,
2010,591,"Panama",01,"Imports",0.26355,,
2010,600,"Paraguay",02,"Exports",0.38225,,
2010,600,"Paraguay",01,"Imports",0.12168,,
2010,604,"Peru",02,"Exports",0.24421,,
2010,604,"Peru",01,"Imports",0.13209,,
2010,608,"Philippines",02,"Exports",0.19127,,
2010,608,"Philippines",01,"Imports",0.19195,,
2010,616,"Poland",02,"Exports",0.08198,,
2010,616,"Poland",01,"Imports",0.11358,,
2010,620,"Portugal",02,"Exports",0.09917,,
2010,620,"Portugal",01,"Imports",0.09941,,
2010,634,"Qatar",02,"Exports",0.18813,,
2010,634,"Qatar",01,"Imports",0.07085,,
2010,642,"Romania",02,"Exports",0.11862,,
2010,642,"Romania",01,"Imports",0.14727,,
2010,643,"Russian Federation",02,"Exports",0.16554,,
2010,643,"Russian Federation",01,"Imports",0.11668,,
2010,646,"Rwanda",02,"Exports",0.507,,
2010,646,"Rwanda",01,"Imports",0.16547,,
2010,659,"Saint Kitts and Nevis",02,"Exports",0.36113,,
2010,659,"Saint Kitts and Nevis",01,"Imports",0.08537,,
2010,670,"Saint Vincent and the Grenadines",02,"Exports",0.31513,,
2010,670,"Saint Vincent and the Grenadines",01,"Imports",0.10295,,
2010,882,"Samoa",02,"Exports",0.32656,,
2010,882,"Samoa",01,"Imports",0.12566,,
2010,682,"Saudi Arabia",02,"Exports",0.10728,,
2010,682,"Saudi Arabia",01,"Imports",0.10339,,
2010,686,"Senegal",02,"Exports",0.17624,,
2010,686,"Senegal",01,"Imports",0.24107,,
2010,688,"Serbia",02,"Exports",0.13643,,
2010,688,"Serbia",01,"Imports",0.08216,,
2010,690,"Seychelles",02,"Exports",0.81339,,
2010,690,"Seychelles",01,"Imports",0.32911,,
2010,702,"Singapore",02,"Exports",0.22786,,
2010,702,"Singapore",01,"Imports",0.08354,,
2010,703,"Slovakia",02,"Exports",0.08966,,
2010,703,"Slovakia",01,"Imports",0.14001,,
2010,705,"Slovenia",02,"Exports",0.31425,,
2010,705,"Slovenia",01,"Imports",0.1103,,
2010,710,"South Africa",02,"Exports",0.09267,,
2010,710,"South Africa",01,"Imports",0.1145,,
2010,724,"Spain",02,"Exports",0.12212,,
2010,724,"Spain",01,"Imports",0.12488,,
2010,144,"Sri Lanka",02,"Exports",0.18657,,
2010,144,"Sri Lanka",01,"Imports",0.14119,,
2010,275,"State of Palestine",02,"Exports",0.14867,,
2010,275,"State of Palestine",01,"Imports",0.12482,,
2010,729,"Sudan",02,"Exports",,,"Not applicable"
2010,729,"Sudan",01,"Imports",,,"Not applicable"
2010,736,"Sudan (...2011)",02,"Exports",0.39593,,
2010,736,"Sudan (...2011)",01,"Imports",0.27159,,
2010,740,"Suriname",02,"Exports",0.39759,,
2010,740,"Suriname",01,"Imports",0.11431,,
2010,752,"Sweden",02,"Exports",0.21179,,
2010,752,"Sweden",01,"Imports",0.10418,,
2010,757,"Switzerland, Liechtenstein",02,"Exports",0.46254,,
2010,757,"Switzerland, Liechtenstein",01,"Imports",0.22589,,
2010,760,"Syrian Arab Republic",02,"Exports",0.11092,,
2010,760,"Syrian Arab Republic",01,"Imports",0.14566,,
2010,834,"Tanzania, United Republic of",02,"Exports",0.15212,,
2010,834,"Tanzania, United Republic of",01,"Imports",0.2441,,
2010,764,"Thailand",02,"Exports",0.14906,,
2010,764,"Thailand",01,"Imports",0.10805,,
2010,768,"Togo",02,"Exports",0.27022,,
2010,768,"Togo",01,"Imports",0.20908,,
2010,776,"Tonga",02,"Exports",0.03936,,
2010,776,"Tonga",01,"Imports",0.14951,,
2010,780,"Trinidad and Tobago",02,"Exports",0.13463,,
2010,780,"Trinidad and Tobago",01,"Imports",0.08891,,
2010,788,"Tunisia",02,"Exports",0.16678,,
2010,788,"Tunisia",01,"Imports",0.11291,,
2010,792,"Türkiye",02,"Exports",0.09434,,
2010,792,"Türkiye",01,"Imports",0.11843,,
2010,800,"Uganda",02,"Exports",0.26819,,
2010,800,"Uganda",01,"Imports",0.20931,,
2010,804,"Ukraine",02,"Exports",0.20439,,
2010,804,"Ukraine",01,"Imports",0.12588,,
2010,926,"United Kingdom",02,"Exports",0.30598,,
2010,926,"United Kingdom",01,"Imports",0.10387,,
2010,842,"United States of America",02,"Exports",0.13118,,
2010,842,"United States of America",01,"Imports",0.13475,,
2010,858,"Uruguay",02,"Exports",0.21463,,
2010,858,"Uruguay",01,"Imports",0.07095,,
2010,548,"Vanuatu",02,"Exports",0.2941,,
2010,548,"Vanuatu",01,"Imports",0.16951,,
2010,862,"Venezuela (Bolivarian Rep. of)",02,"Exports",0.17643,,
2010,862,"Venezuela (Bolivarian Rep. of)",01,"Imports",0.16528,,
2010,704,"Viet Nam",02,"Exports",0.1434,,
2010,704,"Viet Nam",01,"Imports",0.10556,,
2010,887,"Yemen",02,"Exports",0.08248,,
2010,887,"Yemen",01,"Imports",0.20186,,
2010,894,"Zambia",02,"Exports",0.25291,,
2010,894,"Zambia",01,"Imports",0.15726,,
2010,716,"Zimbabwe",02,"Exports",0.5032,,
2010,716,"Zimbabwe",01,"Imports",0.13729,,
2010,0000,"World",02,"Exports",0.0889,,
2010,0000,"World",01,"Imports",0.09238,,
2010,5100,"Africa",02,"Exports",0.08665,,
2010,5100,"Africa",01,"Imports",0.09231,,
2010,5110,"Northern Africa",02,"Exports",0.08138,,
2010,5110,"Northern Africa",01,"Imports",0.11699,,
2010,5120,"Sub-Saharan Africa",02,"Exports",0.11973,,
2010,5120,"Sub-Saharan Africa",01,"Imports",0.09825,,
2010,5121,"Eastern Africa",02,"Exports",0.1727,,
2010,5121,"Eastern Africa",01,"Imports",0.12443,,
2010,5122,"Middle Africa",02,"Exports",0.35572,,
2010,5122,"Middle Africa",01,"Imports",0.11651,,
2010,5123,"Southern Africa",02,"Exports",0.086,,
2010,5123,"Southern Africa",01,"Imports",0.1035,,
2010,5124,"Western Africa",02,"Exports",0.27129,,
2010,5124,"Western Africa",01,"Imports",0.11767,,
2010,5200,"Americas",02,"Exports",0.10004,,
2010,5200,"Americas",01,"Imports",0.11434,,
2010,5210,"Northern America",02,"Exports",0.11187,,
2010,5210,"Northern America",01,"Imports",0.13038,,
2010,5220,"Latin America and the Caribbean",02,"Exports",0.12356,,
2010,5220,"Latin America and the Caribbean",01,"Imports",0.09139,,
2010,5221,"Caribbean",02,"Exports",0.14528,,
2010,5221,"Caribbean",01,"Imports",0.09034,,
2010,5222,"Central America",02,"Exports",0.09624,,
2010,5222,"Central America",01,"Imports",0.08789,,
2010,5223,"South America",02,"Exports",0.1557,,
2010,5223,"South America",01,"Imports",0.10732,,
2010,5300,"Asia",02,"Exports",0.06003,,
2010,5300,"Asia",01,"Imports",0.07224,,
2010,5310,"Central Asia",02,"Exports",0.37801,,
2010,5310,"Central Asia",01,"Imports",0.12993,,
2010,5330,"Eastern Asia",02,"Exports",0.06505,,
2010,5330,"Eastern Asia",01,"Imports",0.0894,,
2010,5350,"South-eastern Asia",02,"Exports",0.12114,,
2010,5350,"South-eastern Asia",01,"Imports",0.07614,,
2010,5320,"Southern Asia",02,"Exports",0.0993,,
2010,5320,"Southern Asia",01,"Imports",0.12066,,
2010,5340,"Western Asia",02,"Exports",0.11663,,
2010,5340,"Western Asia",01,"Imports",0.08038,,
2010,5400,"Europe",02,"Exports",0.15093,,
2010,5400,"Europe",01,"Imports",0.11053,,
2010,5410,"Eastern Europe",02,"Exports",0.07696,,
2010,5410,"Eastern Europe",01,"Imports",0.11792,,
2010,5420,"Northern Europe",02,"Exports",0.22588,,
2010,5420,"Northern Europe",01,"Imports",0.09874,,
2010,5430,"Southern Europe",02,"Exports",0.10736,,
2010,5430,"Southern Europe",01,"Imports",0.11239,,
2010,5440,"Western Europe",02,"Exports",0.16739,,
2010,5440,"Western Europe",01,"Imports",0.11676,,
2010,5500,"Oceania",02,"Exports",0.13368,,
2010,5500,"Oceania",01,"Imports",0.17286,,
2010,5600,"Asia and Oceania",02,"Exports",0.05669,,
2010,5600,"Asia and Oceania",01,"Imports",0.07371,,
2010,5702,"Northern America and Europe",02,"Exports",0.13575,,
2010,5702,"Northern America and Europe",01,"Imports",0.11397,,
2010,5706,"Europe, Northern America, Australia and New Zealand",02,"Exports",0.13256,,
2010,5706,"Europe, Northern America, Australia and New Zealand",01,"Imports",0.11534,,
2010,5703,"Central and Southern Asia",02,"Exports",0.0973,,
2010,5703,"Central and Southern Asia",01,"Imports",0.11349,,
2010,5704,"Eastern and South-Eastern Asia",02,"Exports",0.06339,,
2010,5704,"Eastern and South-Eastern Asia",01,"Imports",0.07938,,
2010,5705,"Western Asia and Northern Africa",02,"Exports",0.09451,,
2010,5705,"Western Asia and Northern Africa",01,"Imports",0.08227,,
2010,1400,"Developing economies",02,"Exports",0.05354,,
2010,1400,"Developing economies",01,"Imports",0.07329,,
2010,1410,"Developing economies: Africa",02,"Exports",0.08665,,
2010,1410,"Developing economies: Africa",01,"Imports",0.09231,,
2010,1420,"Developing economies: Americas",02,"Exports",0.12356,,
2010,1420,"Developing economies: Americas",01,"Imports",0.09139,,
2010,1460,"Developing economies: Asia and Oceania",02,"Exports",0.05969,,
2010,1460,"Developing economies: Asia and Oceania",01,"Imports",0.07912,,
2010,1430,"Developing economies: Asia",02,"Exports",0.05974,,
2010,1430,"Developing economies: Asia",01,"Imports",0.07932,,
2010,1450,"Developing economies: Oceania",02,"Exports",0.17036,,
2010,1450,"Developing economies: Oceania",01,"Imports",0.0872,,
2010,1500,"Developed economies",02,"Exports",0.13292,,
2010,1500,"Developed economies",01,"Imports",0.10999,,
2010,1520,"Developed economies: Americas",02,"Exports",0.11187,,
2010,1520,"Developed economies: Americas",01,"Imports",0.13038,,
2010,1560,"Developed economies: Asia and Oceania",02,"Exports",0.13015,,
2010,1560,"Developed economies: Asia and Oceania",01,"Imports",0.09248,,
2010,1530,"Developed economies: Asia",02,"Exports",0.20834,,
2010,1530,"Developed economies: Asia",01,"Imports",0.08242,,
2010,1550,"Developed economies: Oceania",02,"Exports",0.13511,,
2010,1550,"Developed economies: Oceania",01,"Imports",0.17861,,
2010,1540,"Developed economies: Europe",02,"Exports",0.15093,,
2010,1540,"Developed economies: Europe",01,"Imports",0.11053,,
2010,1600,"Developing economies excluding China",02,"Exports",0.06249,,
2010,1600,"Developing economies excluding China",01,"Imports",0.06775,,
2010,1601,"Developing economies excluding LDCs",02,"Exports",0.0533,,
2010,1601,"Developing economies excluding LDCs",01,"Imports",0.0739,,
2010,1610,"LDCs (Least developed countries)",02,"Exports",0.1514,,
2010,1610,"LDCs (Least developed countries)",01,"Imports",0.10865,,
2010,1614,"LDCs: Africa",02,"Exports",0.15055,,
2010,1614,"LDCs: Africa",01,"Imports",0.11934,,
2010,1612,"LDCs: Asia",02,"Exports",0.20182,,
2010,1612,"LDCs: Asia",01,"Imports",0.14169,,
2010,1615,"LDCs: Islands and Haiti",02,"Exports",0.49093,,
2010,1615,"LDCs: Islands and Haiti",01,"Imports",0.21024,,
2010,1620,"LLDCs (Landlocked developing countries)",02,"Exports",0.13056,,
2010,1620,"LLDCs (Landlocked developing countries)",01,"Imports",0.10253,,
2010,1640,"SIDS (Small island developing States) (UN-OHRLLS)",02,"Exports",0.1702,,
2010,1640,"SIDS (Small island developing States) (UN-OHRLLS)",01,"Imports",0.07179,,
2010,1641,"SIDS: Atlantic and Indian Ocean",02,"Exports",0.2979,,
2010,1641,"SIDS: Atlantic and Indian Ocean",01,"Imports",0.0846,,
2010,1642,"SIDS: Caribbean",02,"Exports",0.1336,,
2010,1642,"SIDS: Caribbean",01,"Imports",0.08879,,
2010,1643,"SIDS: Pacific",02,"Exports",0.22188,,
2010,1643,"SIDS: Pacific",01,"Imports",0.0818,,
2010,2623,"Low-income developing economies",02,"Exports",0.09854,,
2010,2623,"Low-income developing economies",01,"Imports",0.122,,
2010,2622,"Middle-income developing economies",02,"Exports",0.07531,,
2010,2622,"Middle-income developing economies",01,"Imports",0.08092,,
2010,2621,"High-income developing economies",02,"Exports",0.05486,,
2010,2621,"High-income developing economies",01,"Imports",0.08064,,
2010,2711,"BRICS",02,"Exports",0.06122,,
2010,2711,"BRICS",01,"Imports",0.11646,,
2010,3384,"BioTrade countries",02,"Exports",0.08547,,
2010,3384,"BioTrade countries",01,"Imports",0.10029,,
2010,3380,"CBD (Convention on Biological Diversity)",02,"Exports",0.09046,,
2010,3380,"CBD (Convention on Biological Diversity)",01,"Imports",0.09048,,
2010,3381,"CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora)",02,"Exports",0.09066,,
2010,3381,"CITES (Convention on International Trade in Endangered Species of Wild Fauna and Flora)",01,"Imports",0.0944,,
2010,3412,"European Union (2020 …)",02,"Exports",0.13386,,
2010,3412,"European Union (2020 …)",01,"Imports",0.10964,,
2010,3916,"G20 (Group of Twenty)",02,"Exports",0.09503,,
2010,3916,"G20 (Group of Twenty)",01,"Imports",0.09859,,
2010,3919,"G-77 (Group of 77)",02,"Exports",0.05673,,
2010,3919,"G-77 (Group of 77)",01,"Imports",0.07933,,
2010,3383,"LMMC (Like-Minded Megadiverse Countries)",02,"Exports",0.06042,,
2010,3383,"LMMC (Like-Minded Megadiverse Countries)",01,"Imports",0.10159,,
2010,3382,"Nagoya Protocol on Access and Benefit Sharing",02,"Exports",0.09745,,
2010,3382,"Nagoya Protocol on Access and Benefit Sharing",01,"Imports",0.08975,,
2010,3905,"OECD (Organisation for Economic Cooperation and Development)",02,"Exports",0.13015,,
2010,3905,"OECD (Organisation for Economic Cooperation and Development)",01,"Imports",0.10844,,
2011,004,"Afghanistan",02,"Exports",0.23981,,
2011,004,"Afghanistan",01,"Imports",0.22114,,
2011,008,"Albania",02,"Exports",0.15082,,
2011,008,"Albania",01,"Imports",0.10834,,
2011,012,"Algeria",02,"Exports",0.62924,,
2011,012,"Algeria",01,"Imports",0.19487,,
2011,020,"Andorra",02,"Exports",0.20901,,
2011,020,"Andorra",01,"Imports",0.1197,,
2011,024,"Angola",02,"Exports",0.52557,,
2011,024,"Angola",01,"Imports",0.11398,,
2011,032,"Argentina",02,"Exports",0.2431,,
2011,032,"Argentina",01,"Imports",0.11967,,
2011,051,"Armenia",02,"Exports",0.53274,,
2011,051,"Armenia",01,"Imports",0.10612,,
2011,533,"Aruba",02,"Exports",0.61421,,
2011,533,"Aruba",01,"Imports",0.13842,,
2011,036,"Australia",02,"Exports",0.18842,,
2011,036,"Australia",01,"Imports",0.2138,,
2011,040,"Austria",02,"Exports",0.12077,,
2011,040,"Austria",01,"Imports",0.08929,,
2011,031,"Azerbaijan",02,"Exports",0.25919,,
2011,031,"Azerbaijan",01,"Imports",0.19068,,
2011,044,"Bahamas",02,"Exports",0.61801,,
2011,044,"Bahamas",01,"Imports",0.09384,,
2011,048,"Bahrain",02,"Exports",0.30071,,
2011,048,"Bahrain",01,"Imports",0.10335,,
2011,050,"Bangladesh",02,"Exports",0.27761,,
2011,050,"Bangladesh",01,"Imports",0.20128,,
2011,052,"Barbados",02,"Exports",0.41154,,
2011,052,"Barbados",01,"Imports",0.10558,,
2011,112,"Belarus",02,"Exports",0.12408,,
2011,112,"Belarus",01,"Imports",0.0926,,
2011,056,"Belgium",02,"Exports",0.10366,,
